Type,Code,Row,CodeK,Sharh_kh,vahed,Serial,Tedad,Ghimat,Kol,Ghimatg,Kolg,ghimat2,kol2,GhimatF,MabArzesh,DarTkh,MabTkh,KolNet,KolAdd,kol22,rateKol,ghimatTamam,TedadBack,RemTedadBack,GhimMas,GhimatKhales,MabKhales
0,1,585,6260161400727,NULL,,NULL,5,933000,4665000,933000,4665000,933000,4665000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,586,6260161400925,NULL,,NULL,1,1057000,1057000,1057000,1057000,1057000,1057000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,587,6260161405876,NULL,,NULL,2,264866,529732,264866,529732,264866,529732,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,588,6260161405906,NULL,,NULL,4,924000,3696000,924000,3696000,924000,3696000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,589,6260161406163,NULL,,NULL,1,853000,853000,853000,853000,853000,853000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,590,6260161406224,NULL,,NULL,37,188089.054,6959295,188089.054,6959295,188089.054,6959295,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,591,6260161409133,NULL,,NULL,1,496579,496579,496579,496579,496579,496579,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,592,6260161411754,NULL,,NULL,3,234918,704754,234918,704754,234918,704754,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,593,6260161411761,NULL,,NULL,3,212886.667,638660,212886.667,638660,212886.667,638660,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,594,6260161411785,NULL,,NULL,2,178870.5,357741,178870.5,357741,178870.5,357741,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,595,6260161431073,NULL,,NULL,1,950000,950000,950000,950000,950000,950000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,596,6260161439055,NULL,,NULL,4,845640,3382560,845640,3382560,845640,3382560,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,597,6260161440013,NULL,,NULL,5,880000,4400000,880000,4400000,880000,4400000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,598,6260161460066,NULL,,NULL,5,521800,2609000,521800,2609000,521800,2609000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,599,6260161460271,NULL,,NULL,1,502000,502000,502000,502000,502000,502000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,600,6260161500427,NULL,,NULL,9,124057.889,1116521,124057.889,1116521,124057.889,1116521,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,601,6260161500816,NULL,,NULL,8,115452,923616,115452,923616,115452,923616,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,602,6260161500823,NULL,,NULL,10,115452,1154520,115452,1154520,115452,1154520,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,603,6260161501394,NULL,,NULL,12,458397,5500764,458397,5500764,458397,5500764,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,604,6260161501400,NULL,,NULL,11,459534.455,5054879,459534.455,5054879,459534.455,5054879,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,605,6260161501424,NULL,,NULL,1,452235,452235,452235,452235,452235,452235,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,606,6260161501455,NULL,,NULL,11,459534.455,5054879,459534.455,5054879,459534.455,5054879,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,607,6260161503701,NULL,,NULL,5,67184.4,335922,67184.4,335922,67184.4,335922,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,608,6260161504913,NULL,,NULL,4,251918,1007672,251918,1007672,251918,1007672,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,609,6260161506450,NULL,,NULL,17,173944.471,2957056,173944.471,2957056,173944.471,2957056,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,610,6260161510617,NULL,,NULL,4,514494.75,2057979,514494.75,2057979,514494.75,2057979,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,611,6260161510976,NULL,,NULL,20,87736.5,1754730,87736.5,1754730,87736.5,1754730,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,612,6260161511409,NULL,,NULL,1,88809,88809,88809,88809,88809,88809,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,613,6260161512222,NULL,,NULL,14,157784.357,2208981,157784.357,2208981,157784.357,2208981,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,614,6260161517418,NULL,,NULL,30,266429,7992870,266429,7992870,266429,7992870,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,615,6260161520128,NULL,,NULL,2,453468,906936,453468,906936,453468,906936,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,616,6260161520470,NULL,,NULL,20,101816,2036320,101816,2036320,101816,2036320,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,617,6260161521132,NULL,,NULL,40,183315.4,7332616,183315.4,7332616,183315.4,7332616,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,618,6260161521668,NULL,,NULL,27,160404.333,4330917,160404.333,4330917,160404.333,4330917,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,619,6260161521682,NULL,,NULL,19,81385.684,1546328,81385.684,1546328,81385.684,1546328,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,620,6260161524720,NULL,,NULL,18,152864,2751552,152864,2751552,152864,2751552,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,621,6260161525055,NULL,,NULL,12,76778.333,921340,76778.333,921340,76778.333,921340,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,622,6260161525277,NULL,,NULL,10,671414,6714140,671414,6714140,671414,6714140,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,623,6260161525369,NULL,,NULL,24,79667.667,1912024,79667.667,1912024,79667.667,1912024,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,624,6260161525543,NULL,,NULL,96,60192.969,5778525,60192.969,5778525,60192.969,5778525,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,625,6260161526762,NULL,,NULL,1,312495,312495,312495,312495,312495,312495,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,626,6260161526984,NULL,,NULL,27,262998.481,7100959,262998.481,7100959,262998.481,7100959,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,627,6260161527097,NULL,,NULL,12,77842.5,934110,77842.5,934110,77842.5,934110,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,628,6260161527103,NULL,,NULL,37,78035,2887295,78035,2887295,78035,2887295,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,629,6260161527165,NULL,,NULL,92,60311.109,5548622,60311.109,5548622,60311.109,5548622,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,630,6260161527226,NULL,,NULL,2,309303.5,618607,309303.5,618607,309303.5,618607,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,631,6260161527325,NULL,,NULL,7,230287.429,1612012,230287.429,1612012,230287.429,1612012,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,632,6260161527332,NULL,,NULL,15,209692.6,3145389,209692.6,3145389,209692.6,3145389,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,633,6260161527530,NULL,,NULL,8,267059.5,2136476,267059.5,2136476,267059.5,2136476,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,634,6260161528490,NULL,,NULL,75,78035,5852625,78035,5852625,78035,5852625,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,635,6260161528506,NULL,,NULL,10,78048,780480,78048,780480,78048,780480,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,636,6260161528568,NULL,,NULL,18,78035,1404630,78035,1404630,78035,1404630,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,637,6260161528797,NULL,,NULL,3,415261.333,1245784,415261.333,1245784,415261.333,1245784,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,638,6260161528995,NULL,,NULL,12,169809,2037708,169809,2037708,169809,2037708,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,639,6260161531643,NULL,,NULL,2,154748.5,309497,154748.5,309497,154748.5,309497,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,640,6260161531964,NULL,,NULL,31,64927.839,2012763,64927.839,2012763,64927.839,2012763,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,641,6260161533531,NULL,,NULL,9,108000,972000,108000,972000,108000,972000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,642,6260161533883,NULL,,NULL,2,620798,1241596,620798,1241596,620798,1241596,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,643,6260161533999,NULL,,NULL,17,159377.353,2709415,159377.353,2709415,159377.353,2709415,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,644,6260161534118,NULL,,NULL,1,616069,616069,616069,616069,616069,616069,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,645,6260161534828,NULL,,NULL,1,355344,355344,355344,355344,355344,355344,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,646,6260161535665,NULL,,NULL,14,334876.5,4688271,334876.5,4688271,334876.5,4688271,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,647,6260161535917,NULL,,NULL,1,82210,82210,82210,82210,82210,82210,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,648,6260161536266,NULL,,NULL,5,395801.6,1979008,395801.6,1979008,395801.6,1979008,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,649,6260161536273,NULL,,NULL,11,392606,4318666,392606,4318666,392606,4318666,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,650,6260161536655,NULL,,NULL,1,209827,209827,209827,209827,209827,209827,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,651,6260161539960,NULL,,NULL,564,101222.642,57089570,101222.642,57089570,101222.642,57089570,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,652,6260161539977,NULL,,NULL,351,198925.795,69822954,198925.795,69822954,198925.795,69822954,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,653,6260161539991,NULL,,NULL,1,221238,221238,221238,221238,221238,221238,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,654,6260161540348,NULL,,NULL,3,221238,663714,221238,663714,221238,663714,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,655,6260161540409,NULL,,NULL,4,104346,417384,104346,417384,104346,417384,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,656,6260161540508,NULL,,NULL,7,104346,730422,104346,730422,104346,730422,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,657,6260161540898,NULL,,NULL,15,104346,1565190,104346,1565190,104346,1565190,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,658,6260161541208,NULL,,NULL,3,993733.333,2981200,993733.333,2981200,993733.333,2981200,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,659,6260161543028,NULL,,NULL,14,169580,2374120,169580,2374120,169580,2374120,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,660,6260161543851,NULL,,NULL,2,221238,442476,221238,442476,221238,442476,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,661,6260161545435,NULL,,NULL,7,354450,2481150,354450,2481150,354450,2481150,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,662,6260161545442,NULL,,NULL,3,390672,1172016,390672,1172016,390672,1172016,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,663,6260161545459,NULL,,NULL,11,163452,1797972,163452,1797972,163452,1797972,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,664,6260161546593,NULL,,NULL,16,42519.313,680309,42519.313,680309,42519.313,680309,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,665,6260161547743,NULL,,NULL,3,84621.333,253864,84621.333,253864,84621.333,253864,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,666,6260161548764,NULL,,NULL,6,95455,572730,95455,572730,95455,572730,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,667,6260161549105,NULL,,NULL,6,353572,2121432,353572,2121432,353572,2121432,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,668,6260161549129,NULL,,NULL,4,353571,1414284,353571,1414284,353571,1414284,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,669,6260161551030,NULL,,NULL,3,330436,991308,330436,991308,330436,991308,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,670,6260161552266,NULL,,NULL,1,86090,86090,86090,86090,86090,86090,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,671,6260161556387,NULL,,NULL,47,297305,13973335,297305,13973335,297305,13973335,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,672,6260161559388,NULL,,NULL,1,377193,377193,377193,377193,377193,377193,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,673,6260161562111,NULL,,NULL,3,328519,985557,328519,985557,328519,985557,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,674,6260161562197,NULL,,NULL,1,577146,577146,577146,577146,577146,577146,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,675,6260162300330,NULL,,NULL,15,119121,1786815,119121,1786815,119121,1786815,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,676,6260162500112,NULL,,NULL,1,33000,33000,33000,33000,33000,33000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,677,6260162501232,NULL,,NULL,19,1018680,19354920,1018680,19354920,1018680,19354920,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,678,6260162502550,NULL,,NULL,217,173930,37742810,173930,37742810,173930,37742810,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,679,6260162502567,NULL,,NULL,121,320000,38720000,320000,38720000,320000,38720000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,680,6260162502574,NULL,,NULL,40,832856.5,33314260,832856.5,33314260,832856.5,33314260,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,681,6260162583993,NULL,,NULL,2,146662,293324,146662,293324,146662,293324,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,682,6260163310116,NULL,,NULL,1,64166,64166,64166,64166,64166,64166,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,683,6260164210507,NULL,,NULL,3,361808.333,1085425,361808.333,1085425,361808.333,1085425,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,684,6260164700640,NULL,,NULL,171,83333,14249943,83333,14249943,83333,14249943,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,685,6260164711080,NULL,,NULL,3,65000,195000,65000,195000,65000,195000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,686,6260165701042,NULL,,NULL,3,575000,1725000,575000,1725000,575000,1725000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,687,6260165701233,NULL,,NULL,1,274814,274814,274814,274814,274814,274814,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,688,6260165702155,NULL,,NULL,9,575000,5175000,575000,5175000,575000,5175000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,689,6260170811019,NULL,,NULL,1,122270,122270,122270,122270,122270,122270,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,690,6260171523065,NULL,,NULL,7,172649,1208543,172649,1208543,172649,1208543,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,691,6260171523188,NULL,,NULL,1,178884,178884,178884,178884,178884,178884,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,692,6260171525267,NULL,,NULL,279,217653.986,60725462,217653.986,60725462,217653.986,60725462,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,693,6260172700120,NULL,,NULL,36,144529,5203044,144529,5203044,144529,5203044,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,694,6260172700380,NULL,,NULL,31,189149,5863619,189149,5863619,189149,5863619,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,695,6260176800314,NULL,,NULL,14,100411.5,1405761,100411.5,1405761,100411.5,1405761,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,696,6260176800857,NULL,,NULL,137,42505.971,5823318,42505.971,5823318,42505.971,5823318,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,697,6260176801441,NULL,,NULL,12,26146.583,313759,26146.583,313759,26146.583,313759,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,698,6260176801922,NULL,,NULL,39,25027.256,976063,25027.256,976063,25027.256,976063,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,699,6260176802929,NULL,,NULL,372,117366.995,43660522,117366.995,43660522,117366.995,43660522,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,700,6260176802936,NULL,,NULL,211,218432.313,46089218,218432.313,46089218,218432.313,46089218,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,701,6260176803032,NULL,,NULL,274,24301.018,6658479,24301.018,6658479,24301.018,6658479,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,702,6260176803636,NULL,,NULL,3,86461.333,259384,86461.333,259384,86461.333,259384,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,703,6260176805135,NULL,,NULL,20,85002,1700040,85002,1700040,85002,1700040,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,704,6260176805685,NULL,,NULL,15,100480.067,1507201,100480.067,1507201,100480.067,1507201,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,705,6260176806552,NULL,,NULL,1,562337,562337,562337,562337,562337,562337,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,706,6260176807108,NULL,,NULL,1,33844,33844,33844,33844,33844,33844,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,707,6260176807160,NULL,,NULL,11,101881.636,1120698,101881.636,1120698,101881.636,1120698,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,708,6260176807252,NULL,,NULL,200,48600,9720000,48600,9720000,48600,9720000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,709,6260176807375,NULL,,NULL,14,123989.714,1735856,123989.714,1735856,123989.714,1735856,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,710,6260176807955,NULL,,NULL,2,77250,154500,77250,154500,77250,154500,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,711,6260176807979,NULL,,NULL,2,274504,549008,274504,549008,274504,549008,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,712,6260176808044,NULL,,NULL,4,341714.75,1366859,341714.75,1366859,341714.75,1366859,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,713,6260176808051,NULL,,NULL,1,622110,622110,622110,622110,622110,622110,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,714,6260176808587,NULL,,NULL,1,50977,50977,50977,50977,50977,50977,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,715,6260176808662,NULL,,NULL,1,436100,436100,436100,436100,436100,436100,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,716,6260176808785,NULL,,NULL,10,246043,2460430,246043,2460430,246043,2460430,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,717,6260176808792,NULL,,NULL,12,298188,3578256,298188,3578256,298188,3578256,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,718,6260176808808,NULL,,NULL,12,246042,2952504,246042,2952504,246042,2952504,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,719,6260176808891,NULL,,NULL,65,53603,3484195,53603,3484195,53603,3484195,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,720,6260176808907,NULL,,NULL,23,53133,1222059,53133,1222059,53133,1222059,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,721,6260176809751,NULL,,NULL,14,59952.643,839337,59952.643,839337,59952.643,839337,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,722,6260176810016,NULL,,NULL,112,42498.866,4759873,42498.866,4759873,42498.866,4759873,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,723,6260176810238,NULL,,NULL,5,169866.4,849332,169866.4,849332,169866.4,849332,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,724,6260176810351,NULL,,NULL,1,60751,60751,60751,60751,60751,60751,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,725,6260176810467,NULL,,NULL,1,110190,110190,110190,110190,110190,110190,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,726,6260176810511,NULL,,NULL,48,161746.667,7763840,161746.667,7763840,161746.667,7763840,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,727,6260176810528,NULL,,NULL,2,202638,405276,202638,405276,202638,405276,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,728,6260176810573,NULL,,NULL,28,59002.5,1652070,59002.5,1652070,59002.5,1652070,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,729,6260176810795,NULL,,NULL,14,43502.5,609035,43502.5,609035,43502.5,609035,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,730,6260176810832,NULL,,NULL,1,42463,42463,42463,42463,42463,42463,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,731,6260176810849,NULL,,NULL,1,25501,25501,25501,25501,25501,25501,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,732,6260176810856,NULL,,NULL,4,42499.25,169997,42499.25,169997,42499.25,169997,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,733,6260176811006,NULL,,NULL,1,53133,53133,53133,53133,53133,53133,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,734,6260176811594,NULL,,NULL,1,215768,215768,215768,215768,215768,215768,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,735,6260176811792,NULL,,NULL,1,565500,565500,565500,565500,565500,565500,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,736,6260176812102,NULL,,NULL,3,356543.667,1069631,356543.667,1069631,356543.667,1069631,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,737,6260176812188,NULL,,NULL,1,681521,681521,681521,681521,681521,681521,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,738,6260176812195,NULL,,NULL,11,156440.455,1720845,156440.455,1720845,156440.455,1720845,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
0,1,739,6260176813338,NULL,,NULL,1,34000,34000,34000,34000,34000,34000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
